,Degree
19662,10
19663,25
19664,24
19665,17
19666,9
19667,17
19668,6
19669,17
19670,63
19671,21
19672,9
19673,9
19674,11
19675,5
19676,7
19677,9
19678,6
19679,11
19680,9
19681,44
19682,25
19683,20
19684,10
19685,134
19686,4
19687,30
19688,24
19689,17
19690,8
19691,5
19692,16
19693,8
19694,15
19695,9
19696,6
19697,9
19698,11
19699,24
19700,11
19701,86
19702,19
19703,16
19704,15
19705,29
19706,10
19707,86
19708,21
19709,9
19710,12
19711,19
19712,4
19713,8
19714,7
19715,55
19716,14
19717,17
19718,43
19719,6
19720,4
19721,14
19722,12
19723,92
19724,9
19725,5
19726,14
19727,5
19728,23
19729,5
19730,11
19731,5
19732,19
19733,13
19734,6
19735,23
19736,8
19737,3
19738,6
19739,14
19740,28
19741,8
19742,20
19743,11
19744,5
19745,39
19746,15
19747,13
19748,11
19749,9
19750,10
19751,12
19752,29
19753,11
19754,13
19755,13
19756,7
19757,18
19758,15
19759,8
19760,4
19761,16
19762,5
19763,7
19764,7
19765,6
19766,11
19767,24
19768,8
19769,65
19770,44
19771,8
19772,32
19773,198
19774,21
19775,15
19776,7
19777,8
19778,8
19779,21
19780,24
19781,3
19782,6
19783,23
19784,41
19785,24
19786,12
19787,11
19788,19
19789,3
19790,12
19791,19
19792,11
19793,10
19794,106
19795,8
19796,7
19797,4
19798,28
19799,8
19800,7
19801,7
19802,10
19803,5
19804,21
19805,51
19806,10
19807,6
19808,11
19809,7
19810,11
19811,20
19812,7
19813,6
19814,32
19815,9
19816,10
19817,10
19818,17
19819,19
19820,6
19821,3
19822,54
19823,44
19824,12
19825,7
19826,7
19827,8
19828,7
19829,21
19830,7
19831,19
19832,8
19833,21
19834,39
19835,33
19836,14
19837,8
19838,16
19839,19
19840,8
19841,4
19842,13
19843,20
19844,6
19845,5
19846,6
19847,10
19848,28
19849,4
19850,6
19851,19
19852,46
19853,17
19854,8
19855,4
19856,65
19857,6
19858,24
19859,7
19860,18
19861,69
19862,38
19863,11
19864,42
19865,23
19866,10
19867,14
19868,6
19869,5
19870,6
19871,16
19872,149
19873,12
19874,8
19875,17
19876,6
19877,15
19878,10
19879,130
19880,20
19881,41
19882,13
19883,8
19884,8
19885,45
19886,9
19887,10
19888,12
19889,5
19890,6
19891,116
19892,8
19893,13
19894,15
19895,10
19896,16
19897,366
19898,7
19899,9
19900,31
19901,143
19902,16
19903,19
19904,9
19905,36
19906,19
19907,13
19908,6
19909,45
19910,14
19911,9
19912,4
19913,7
19914,23
19915,11
19916,8
19917,4
19918,6
19919,4
19920,19
19921,35
19922,8
19923,11
19924,6
19925,8
19926,5
19927,4
19928,7
19929,5
19930,11
19931,15
19932,17
19933,12
19934,6
19935,11
19936,65
19937,16
19938,4
19939,6
19940,7
19941,1011
19942,9
19943,5
19944,12
19945,8
19946,26
19947,12
19948,91
19949,9
19950,9
19951,12
19952,10
19953,6
19954,23
19955,10
19956,26
19957,8
19958,6
19959,4
19960,35
19961,14
19962,4
19963,18
19964,5
19965,12
19966,37
19967,9
19968,4
19969,11
19970,6
19971,6
19972,8
19973,15
19974,5
19975,29
19976,9
19977,15
19978,6
19979,16
19980,11
19981,18
19982,43
19983,12
19984,7
19985,14
19986,82
19987,9
19988,2143
19989,552
19990,3
19991,18
19992,12
19993,8
19994,10
19995,13
19996,7
19997,3
19998,7
19999,21
20000,6
20001,3102
20002,10
20003,8
20004,7
20005,12
20006,13
20007,8
20008,29
20009,4
20010,10
20011,20
20012,7
20013,67
20014,10
20015,12
20016,6
20017,7
20018,30
20019,14
20020,25
20021,27
20022,18
20023,6
20024,92
20025,11
20026,19
20027,30
20028,5
20029,5
20030,8
20031,10
20032,6
20033,14
20034,4
20035,13
20036,11
20037,23
20038,4
20039,53
20040,11
20041,4
20042,7
20043,10
20044,12
20045,58
20046,6
20047,17
20048,16
20049,6
20050,11
20051,36
20052,23
20053,7
20054,5
20055,34
20056,3
20057,26
20058,21
20059,13
20060,21
20061,18
20062,11
20063,33
20064,9
20065,9
20066,3
20067,18
20068,4
20069,25
20070,12
20071,8
20072,8
20073,4
20074,7
20075,16
20076,130
20077,10
20078,10
20079,14
20080,44
20081,6
20082,19
20083,11
20084,5
20085,7
20086,6
20087,30
20088,16
20089,75
20090,9
20091,50
20092,7
20093,11
20094,31
20095,8
20096,6
20097,1063
20098,4
20099,56
20100,14
20101,4
20102,8
20103,14
20104,10
20105,5
20106,1603
20107,12
20108,11
20109,93
20110,12
20111,12
20112,10
20113,8
20114,4
20115,7
20116,16
20117,42
20118,3
20119,8
20120,6
20121,32
20122,6
20123,7
20124,78
20125,3
20126,24
20127,14
20128,9
20129,41
20130,3
20131,6
20132,15
20133,8
20134,41
20135,15
20136,90
20137,25
20138,11
20139,7
20140,4
20141,9
20142,5
20143,16
20144,6
20145,9
20146,10
20147,29
20148,7
20149,24
20150,8
20151,18
20152,72
20153,47
20154,4
20155,11
20156,15
20157,15
20158,23
20159,5
20160,6
20161,357
20162,14
20163,15
20164,9
20165,11
20166,31
20167,12
20168,28
20169,9
20170,7
20171,7
20172,4
20173,14
20174,17
20175,44
20176,7
20177,7
20178,493
20179,86
20180,9
20181,12
20182,11
20183,5
20184,20
20185,17
20186,14
20187,24
20188,9
20189,16
20190,7
20191,9
20192,5
20193,6
20194,6
20195,5
20196,21
20197,38
20198,13
20199,9
20200,11
20201,392
20202,17
20203,4
20204,13
20205,6
20206,8
20207,42
20208,8
20209,5
20210,12
20211,23
20212,24
20213,6
20214,31
20215,11
20216,3
20217,28
20218,49
20219,23
20220,31
20221,30
20222,29
20223,12
20224,168
20225,13
20226,9
20227,8
20228,18
20229,7
20230,3
20231,4
20232,37
20233,38
20234,10
20235,14
20236,3
20237,17
20238,15
20239,5
20240,15
20241,8
20242,12
20243,4
20244,19
20245,7
20246,15
20247,37
20248,25
20249,3
20250,19
20251,10
20252,14
20253,11
20254,8
20255,13
20256,4
20257,9
20258,35
20259,12
20260,12
20261,53
20262,5
20263,15
20264,8
20265,26
20266,6
20267,4
20268,8
20269,39
20270,6
20271,11
20272,19
20273,20
20274,12
20275,252
20276,11
20277,11
20278,37
20279,11
20280,6
20281,11
20282,4
20283,9
20284,13
20285,5
20286,13
20287,8
20288,19
20289,209
20290,26
20291,7
20292,14
20293,14
20294,4
20295,9
20296,16
20297,6
20298,42
20299,13
20300,21
20301,18
20302,16
20303,6
20304,9
20305,10
20306,4
20307,14
20308,25
20309,14
20310,20
20311,11
20312,15
20313,21
20314,19
20315,4
20316,22
20317,6
20318,5
20319,102
20320,419
20321,11
20322,12
20323,16
20324,9
20325,7
20326,3
20327,21
20328,66
20329,37
20330,16
20331,5
20332,36
20333,40
20334,9
20335,4
20336,10
20337,28
20338,19
20339,7
20340,20
20341,15
20342,41
20343,9
20344,21
20345,41
20346,18
20347,9
20348,30
20349,3
20350,26
20351,93
20352,42
20353,12
20354,8
20355,10
20356,16
20357,5
20358,23
20359,19
20360,13
20361,85
20362,5
20363,13
20364,16
20365,8
20366,10
20367,8
20368,13
20369,21
20370,4
20371,17
20372,9
20373,3
20374,82
20375,11
20376,8
20377,14
20378,47
20379,12
20380,7
20381,80
20382,4
20383,12
20384,5
20385,42
20386,42
20387,6
20388,9
20389,5
20390,44
20391,11
20392,6
20393,10
20394,6
20395,12
20396,33
20397,7
20398,11
20399,5
20400,7
20401,7
20402,6
20403,18
20404,27
20405,8
20406,11
20407,15
20408,20
20409,8
20410,7
20411,11
20412,8
20413,3
20414,6
20415,9
20416,6
20417,17
20418,42
20419,5
20420,7
20421,18
20422,7
20423,13
20424,39
20425,26
20426,15
20427,71
20428,4
20429,21
20430,5
20431,48
20432,16
20433,15
20434,9
20435,24
20436,16
20437,16
20438,21
20439,4
20440,55
20441,11
20442,50
20443,24
20444,6
20445,20
20446,19
20447,11
20448,5
20449,25
20450,26
20451,6
20452,16
20453,158
20454,7
20455,14
20456,37
20457,9
20458,12
20459,43
20460,9
20461,36
20462,13
20463,5
20464,9
20465,9
20466,18
20467,39
20468,5
20469,21
20470,5
20471,13
20472,17
20473,15
20474,19
20475,5
20476,19
20477,17
20478,7
20479,14
20480,3
20481,3
20482,9
20483,12
20484,14
20485,27
20486,10
20487,12
20488,5
20489,12
20490,7
20491,47
20492,5
20493,10
20494,127
20495,3
20496,4
20497,9
20498,8
20499,13
20500,29
20501,125
20502,43
20503,52
20504,20
20505,9
20506,204
20507,5
20508,81
20509,89
20510,13
20511,5
20512,31
20513,27
20514,21
20515,8
20516,17
20517,14
20518,9
20519,3
20520,15
20521,30
20522,23
20523,17
20524,14
20525,19
20526,9
20527,5
20528,74
20529,11
20530,30
20531,30
20532,14
20533,3
20534,9
20535,31
20536,9
20537,7
20538,11
20539,7
20540,6
20541,39
20542,7
20543,11
20544,15
20545,36
20546,3
20547,6
20548,3
20549,14
20550,5
20551,10
20552,15
20553,36
20554,1758
20555,14
20556,8
20557,16
20558,20
20559,8
20560,30
20561,11
20562,13
20563,20
20564,14
20565,7
20566,14
20567,4
20568,12
20569,77
20570,22
20571,3
20572,6
20573,3
20574,6
20575,5
20576,7
20577,6
20578,10
20579,22
20580,3
20581,23
20582,12
20583,11
20584,12
20585,15
20586,8
20587,11
20588,38
20589,8
20590,21
20591,102
20592,13
20593,7
20594,14
20595,5
20596,8
20597,110
20598,18
20599,15
20600,21
20601,11
20602,48
20603,11
20604,52
20605,7
20606,15
20607,8
20608,32
20609,26
20610,10
20611,7
20612,14
20613,65
20614,3
20615,21
20616,114
20617,9
20618,27
20619,35
20620,6
20621,42
20622,285
20623,8
20624,5
20625,7
20626,18
20627,7
20628,12
20629,4
20630,7
20631,20
20632,30
20633,9
20634,15
20635,11
20636,14
20637,12
20638,17
20639,7
20640,14
20641,19
20642,44
20643,11
20644,4
20645,13
20646,19
20647,12
20648,17
20649,23
20650,4
20651,9
20652,18
20653,11
20654,18
20655,6
20656,14
20657,133
20658,4
20659,28
20660,5
20661,9
20662,9
20663,10
20664,21
20665,6
20666,9
20667,5
20668,12
20669,6
20670,47
20671,7
20672,17
20673,16
20674,18
20675,15
20676,13
20677,9
20678,8
20679,23
20680,22
20681,7
20682,4
20683,7
20684,12
20685,252
20686,8
20687,11
20688,31
20689,5
20690,8
20691,54
20692,31
20693,15
20694,15
20695,60
20696,9
20697,10
20698,8
20699,56
20700,25
20701,26
20702,717
20703,11
20704,11
20705,117
20706,19
20707,14
20708,6
20709,6
20710,11
20711,7
20712,8
20713,15
20714,6
20715,12
20716,17
20717,12
20718,20
20719,6
20720,12
20721,13
20722,10
20723,41
20724,23
20725,8
20726,40
20727,6
20728,23
20729,11
20730,24
20731,7
20732,3
20733,20
20734,14
20735,9
20736,55
20737,11
20738,13
20739,6
20740,71
20741,51
20742,139
20743,88
20744,11
20745,26
20746,55
20747,11
20748,10
20749,8
20750,21
20751,1020
20752,4
20753,9
20754,7
20755,14
20756,23
20757,3
20758,25
20759,5
20760,12
20761,25
20762,4
20763,21
20764,7
20765,32
20766,9
20767,7
20768,121
20769,8
20770,16
20771,10
20772,8
20773,34
20774,5
20775,19
20776,28
20777,24
20778,8
20779,21
20780,9
20781,22
20782,26
20783,12
20784,16
20785,6
20786,16
20787,16
20788,12
20789,7
20790,12
20791,44
20792,40
20793,7
20794,17
20795,27
20796,21
20797,13
20798,7
20799,7
20800,22
20801,5
20802,8
20803,44
20804,12
20805,14
20806,50
20807,26
20808,41
20809,5
20810,10
20811,8
20812,7
20813,60
20814,19
20815,19
20816,4
20817,30
20818,63
20819,10
20820,13
20821,5
20822,7
20823,10
20824,4
20825,8
20826,5
20827,22
20828,12
20829,105
20830,4
20831,9
20832,8
20833,20
20834,8
20835,10
20836,6
20837,25
20838,7
20839,319
20840,42
20841,7
20842,142
20843,11
20844,3
20845,11
20846,40
20847,8
20848,20
20849,129
20850,8
20851,33
20852,13
20853,23
20854,63
20855,8
20856,10
20857,12
20858,6
20859,12
20860,47
20861,47
20862,18
20863,18
20864,11
20865,10
20866,9
20867,238
20868,13
20869,9
20870,3
20871,11
20872,4
20873,4
20874,13
20875,18
20876,13
20877,12
20878,18
20879,5
20880,14
20881,20
20882,5
20883,18
20884,16
20885,8
20886,19
20887,3
20888,16
20889,19
20890,14
20891,26
20892,17
20893,16
20894,46
20895,13
20896,6
20897,16
20898,8
20899,12
20900,136
20901,53
20902,8
20903,8
20904,19
20905,11
20906,7
20907,10
20908,5
20909,8
20910,8
20911,5
20912,56
20913,4
20914,30
20915,77
20916,4
20917,118
20918,7
20919,20
20920,4
20921,5
20922,34
20923,9
20924,5
20925,7
20926,10
20927,23
20928,6
20929,12
20930,6
20931,13
20932,7
20933,18
20934,12
20935,11
20936,19
20937,53
20938,13
20939,11
20940,33
20941,18
20942,28
20943,50
20944,145
20945,13
20946,4
20947,20
20948,9
20949,7
20950,13
20951,10
20952,5
20953,44
20954,28
20955,9
20956,17
20957,22
20958,6
20959,6
20960,5
20961,13
20962,7
20963,47
20964,4
20965,5
20966,16
20967,4
20968,22
20969,82
20970,34
20971,29
20972,8
20973,138
20974,16
20975,6
20976,15
20977,35
20978,4
20979,21
20980,12
20981,17
20982,15
20983,10
20984,5
20985,10
20986,19
20987,13
20988,15
20989,17
20990,3
20991,15
20992,4
20993,7
20994,92
20995,36
20996,29
20997,19
20998,12
20999,5
21000,25
21001,6
21002,16
21003,10
21004,24
21005,11
21006,7
21007,10
21008,5
21009,19
21010,5
21011,15
21012,6
21013,34
21014,15
21015,5
21016,43
21017,4
21018,11
21019,267
21020,27
21021,7
21022,13
21023,6
21024,5
21025,13
21026,25
21027,17
21028,17
21029,20
21030,6
21031,4
21032,8
21033,14
21034,7
21035,5
21036,8
21037,8
21038,7
21039,13
21040,10
21041,26
21042,12
21043,13
21044,11
21045,24
21046,18
21047,8
21048,4
21049,10
21050,7
21051,6
21052,9
21053,13
21054,16
21055,88
21056,41
21057,6
21058,18
21059,12
21060,9
21061,16
21062,48
21063,25
21064,10
21065,4
21066,16
21067,13
21068,19
21069,7
21070,4
21071,7
21072,22
21073,43
21074,12
21075,11
21076,64
21077,30
21078,8
21079,12
21080,21
21081,10
21082,21
21083,20
21084,11
21085,15
21086,114
21087,22
21088,8
21089,11
21090,75
21091,14
21092,8
21093,3
21094,13
21095,7
21096,7
21097,20
21098,4
21099,50
21100,57
21101,6
21102,19
21103,7
21104,12
21105,20
21106,10
21107,12
21108,24
21109,10
21110,7
21111,10
21112,6
21113,63
21114,21
21115,33
21116,8
21117,5
21118,7
21119,11
21120,14
21121,18
21122,16
21123,11
21124,9
21125,12
21126,34
21127,38
21128,7
21129,8
21130,11
21131,4
21132,22
21133,24
21134,13
21135,52
21136,7
21137,8
21138,5
21139,6
21140,14
21141,17
21142,11
21143,6
21144,6
21145,9
21146,5
21147,6
21148,20
21149,12
21150,12
21151,12
21152,14
21153,19
21154,11
21155,7
21156,27
21157,10
21158,7
21159,4
21160,19
21161,10
21162,12
21163,44
21164,5
21165,5
21166,6
21167,15
21168,7
21169,10
21170,6
21171,6
21172,5
21173,7
21174,8
21175,9
21176,3
21177,8
21178,13
21179,12
21180,14
21181,7
21182,30
21183,5
21184,3
21185,9
21186,6
21187,11
21188,10
21189,8
21190,18
21191,26
21192,7
21193,7
21194,17
21195,22
21196,11
21197,8
21198,8
21199,11
21200,8
21201,6
21202,12
21203,14
21204,49
21205,5
21206,18
21207,10
21208,33
21209,5
21210,8
21211,8
21212,8
21213,14
21214,20
21215,5
21216,15
21217,10
21218,5
21219,25
21220,14
21221,7
21222,11
21223,10
21224,7
21225,7
21226,14
21227,10
21228,14
21229,4
21230,109
21231,6
21232,10
21233,247
21234,10
21235,10
21236,9
21237,6
21238,35
21239,25
21240,4
21241,8
21242,8
21243,11
21244,85
21245,31
21246,5
21247,51
21248,9
21249,6
21250,14
21251,21
21252,29
21253,123
21254,16
21255,20
21256,23
21257,10
21258,10
21259,8
21260,14
21261,11
21262,6
21263,20
21264,5
21265,3
21266,23
21267,62
21268,3
21269,9
21270,3
21271,16
21272,9
21273,13
21274,2
21275,12
21276,20
21277,15
21278,6
21279,15
21280,35
21281,32
21282,10
21283,35
21284,19
21285,22
21286,7
21287,6
21288,6
21289,5
21290,4
21291,9
21292,7
21293,12
21294,27
21295,5
21296,23
21297,23
21298,5
21299,23
21300,9
21301,16
21302,7
21303,30
21304,11
21305,23
21306,12
21307,8
21308,13
21309,12
21310,6
21311,8
21312,5
21313,9
21314,7
21315,9
21316,6
21317,12
21318,7
21319,16
21320,20
21321,12
21322,14
21323,11
21324,9
21325,24
21326,36
21327,3
21328,12
21329,19
21330,5
21331,11
21332,15
21333,30
21334,15
21335,24
21336,19
21337,10
21338,19
21339,10
21340,10
21341,17
21342,7
21343,3
21344,7
21345,18
21346,30
21347,3
21348,4
21349,15
21350,7
21351,20
21352,91
21353,3
21354,13
21355,9
21356,25
21357,5
21358,44
21359,13
21360,7
21361,15
21362,9
21363,16
21364,11
21365,18
21366,7
21367,6
21368,4
21369,22
21370,20
21371,20
21372,20
21373,6
21374,25
21375,10
21376,12
21377,17
21378,3
21379,26
21380,32
21381,74
21382,8
21383,6
21384,11
21385,4
21386,21
21387,6
21388,19
21389,6
21390,10
21391,6
21392,178
21393,29
21394,5
21395,91
21396,8
21397,3
21398,15
21399,3
21400,12
21401,11
21402,5
21403,8
21404,4
21405,13
21406,86
21407,6
21408,16
21409,36
21410,4
21411,10
21412,12
21413,8
21414,5
21415,28
21416,2
21417,15
21418,16
21419,6
21420,6
21421,9
21422,24
21423,4
21424,29
21425,7
21426,9
21427,17
21428,15
21429,5
21430,15
21431,13
21432,77
21433,82
21434,16
21435,4
21436,9
21437,70
21438,12
21439,3
21440,10
21441,10
21442,6
21443,7
21444,13
21445,6
21446,21
21447,20
21448,30
21449,6
21450,9
21451,8
21452,37
21453,12
21454,8
21455,31
21456,4
21457,13
21458,5
21459,4
21460,36
21461,4
21462,16
21463,5
21464,14
21465,30
21466,20
21467,3
21468,9
21469,95
21470,35
21471,12
21472,7
21473,3
21474,5
21475,6
21476,4
21477,7
21478,22
21479,4
21480,48
21481,32
21482,11
21483,17
21484,11
21485,17
21486,9
21487,303
21488,7
21489,12
21490,7
21491,26
21492,7
21493,19
21494,12
21495,9
21496,13
21497,13
21498,28
21499,31
21500,5
21501,10
21502,9
21503,8
21504,13
21505,25
21506,10
21507,11
21508,25
21509,64
21510,28
21511,15
21512,11
21513,6
21514,5
21515,11
21516,8
21517,46
21518,5
21519,8
21520,4
21521,14
21522,39
21523,14
21524,69
21525,21
21526,11
21527,24
21528,9
21529,9
21530,13
21531,16
21532,12
21533,20
21534,10
21535,7
21536,13
21537,13
21538,12
21539,45
21540,10
21541,10
21542,65
21543,7
21544,6
21545,23
21546,5
21547,12
21548,12
21549,645
21550,14
21551,13
21552,26
21553,5
21554,6
21555,21
21556,35
21557,34
21558,5
21559,5
21560,13
21561,8
21562,7
21563,6
21564,9
21565,3
21566,6
21567,28
21568,14
21569,5
21570,4
21571,15
21572,5
21573,15
21574,244
21575,57
21576,7
21577,16
21578,5
21579,3
21580,38
21581,17
21582,11
21583,24
21584,13
21585,6
21586,17
21587,7
21588,6
21589,7
21590,11
21591,5
21592,9
21593,22
21594,3
21595,6
21596,13
21597,10
21598,9
21599,133
21600,4
21601,15
21602,6
21603,8
21604,24
21605,6
21606,14
21607,15
21608,7
21609,12
21610,6
21611,10
21612,8
21613,15
21614,6
21615,7
21616,32
21617,14
21618,32
21619,10
21620,86
21621,13
21622,4
21623,16
21624,11
21625,12
21626,13
21627,12
21628,32
21629,28
21630,59
21631,5
21632,9
21633,8
21634,582
21635,19
21636,16
21637,34
21638,5
21639,7
21640,45
21641,57
21642,42
21643,9
21644,4
21645,15
21646,14
21647,9
21648,16
21649,420
21650,29
21651,47
21652,111
21653,5
21654,2
21655,19
21656,6
21657,14
21658,13
21659,23
21660,211
21661,19
21662,28
21663,4
21664,5
21665,13
21666,14
21667,34
21668,5
21669,16
21670,7
21671,5
21672,6
21673,11
21674,40
21675,17
21676,15
21677,133
21678,228
21679,19
21680,5
21681,160
21682,22
21683,12
21684,29
21685,8
21686,80
21687,13
21688,3
21689,314
21690,98
21691,6
21692,5
21693,62
21694,10
21695,30
21696,4
21697,10
21698,6
21699,7
21700,99
21701,21
21702,15
21703,14
21704,8
21705,7
21706,27
21707,22
21708,8
21709,13
21710,7
21711,6
21712,12
21713,11
21714,26
21715,12
21716,11
21717,17
21718,18
21719,11
21720,4
21721,7
21722,33
21723,29
21724,16
21725,5
21726,5
21727,29
21728,55
21729,10
21730,7
21731,48
21732,18
21733,25
21734,18
21735,7
21736,8
21737,6
21738,22
21739,11
21740,42
21741,14
21742,3
21743,15
21744,80
21745,25
21746,11
21747,47
21748,15
21749,22
21750,6
21751,9
21752,20
21753,14
21754,8
21755,29
21756,6
21757,12
21758,34
21759,7
21760,10
21761,6
21762,6
21763,37
21764,3
21765,5
21766,10
21767,11
21768,15
21769,18
21770,20
21771,31
21772,27
21773,13
21774,54
21775,7
21776,8
21777,16
21778,6
21779,26
21780,19
21781,13
21782,11
21783,30
21784,13
21785,5
21786,7
21787,9
21788,31
21789,10
21790,13
21791,12
21792,22
21793,28
21794,18
21795,11
21796,19
21797,53
21798,7
21799,24
21800,6
21801,3
21802,4
21803,23
21804,7
21805,3
21806,16
21807,9
21808,74
21809,94
21810,9
21811,35
21812,17
21813,15
21814,22
21815,11
21816,33
21817,5
21818,17
21819,7
21820,11
21821,61
21822,15
21823,42
21824,6
21825,18
21826,5
21827,16
21828,14
21829,8
21830,59
21831,43
21832,6
21833,3
21834,6
21835,4
21836,3
21837,14
21838,154
21839,9
21840,8
21841,5
21842,4
21843,7
21844,58
21845,9
21846,8
21847,10
21848,3
21849,17
21850,5
21851,11
21852,59
21853,31
21854,6
21855,12
21856,30
21857,5
21858,8
21859,8
21860,10
21861,30
21862,53
21863,22
21864,6
21865,9
21866,18
21867,10
21868,9
21869,9
21870,31
21871,15
21872,9
21873,25
21874,69
21875,7
21876,11
21877,34
21878,36
21879,69
21880,6
21881,14
21882,13
21883,181
21884,19
21885,10
21886,5
21887,3
21888,277
21889,12
21890,7
21891,9
21892,15
21893,45
21894,16
21895,5
21896,3
21897,10
21898,12
21899,28
21900,48
21901,86
21902,5
21903,188
21904,6
21905,5
21906,6
21907,39
21908,39
21909,11
21910,9
21911,6
21912,10
21913,4
21914,59
21915,20
21916,11
21917,6
21918,24
21919,12
21920,29
21921,8
21922,35
21923,12
21924,12
21925,14
21926,48
21927,4
21928,6
21929,21
21930,112
21931,15
21932,7
21933,4
21934,22
21935,15
21936,5
21937,6
21938,48
21939,3
21940,65
21941,82
21942,9
21943,7
21944,40
21945,398
21946,8
21947,7
21948,5
21949,5
21950,5
21951,24
21952,26
21953,8
21954,114
21955,10
21956,8
21957,17
21958,8
21959,12
21960,6
21961,16
21962,11
21963,27
21964,10
21965,10
21966,15
21967,32
21968,18
21969,6
21970,24
21971,10
21972,12
21973,10
21974,8
21975,13
21976,13
21977,7
21978,11
21979,83
21980,6
21981,10
21982,7
21983,25
21984,7
21985,3
21986,250
21987,35
21988,4
21989,14
21990,13
21991,6
21992,6
21993,7
21994,15
21995,25
21996,7
21997,25
21998,192
21999,11
22000,7
22001,4
22002,10
22003,11
22004,15
22005,21
22006,26
22007,6
22008,11
22009,28
22010,9
22011,17
22012,5
22013,3
22014,10
22015,9
22016,60
22017,18
22018,9
22019,10
22020,5
22021,48
22022,59
22023,5
22024,18
22025,5
22026,8
22027,32
22028,18
22029,12
22030,6
22031,19
22032,8
22033,11
22034,24
22035,37
22036,17
22037,23
22038,7
22039,19
22040,12
22041,12
22042,31
22043,11
22044,5
22045,11
22046,14
22047,25
22048,5
22049,17
22050,31
22051,16
22052,11
22053,3
22054,14
22055,3
22056,6
22057,4
22058,6
22059,10
22060,63
22061,13
22062,5
22063,32
22064,105
22065,11
22066,8
22067,12
22068,5
22069,7
22070,15
22071,8
22072,11
22073,14
22074,8
22075,4
22076,12
22077,3
22078,11
22079,16
22080,17
22081,14
22082,501
22083,13
22084,7
22085,15
22086,9
22087,7
22088,30
22089,9
22090,4
22091,13
22092,9
22093,22
22094,50
22095,13
22096,37
22097,9
22098,41
22099,50
22100,54
22101,5
22102,7
22103,6
22104,27
22105,44
22106,9
22107,12
22108,5
22109,5
22110,7
22111,11
22112,15
22113,1395
22114,6
22115,23
22116,7
22117,8
22118,15
22119,16
22120,52
22121,10
22122,13
22123,6
22124,10
22125,21
22126,32
22127,11
22128,27
22129,10
22130,12
22131,11
22132,5
22133,17
22134,9
22135,13
22136,10
22137,13
22138,14
22139,632
22140,20
22141,17
22142,12
22143,6
22144,12
22145,32
22146,48
22147,15
22148,20
22149,35
22150,3
22151,16
22152,11
22153,22
22154,9
22155,11
22156,19
22157,8
22158,5
22159,8
22160,18
22161,13
22162,15
22163,12
22164,5
22165,59
22166,8
22167,4
22168,4
22169,16
22170,8
22171,76
22172,8
22173,7
22174,32
22175,19
22176,2
22177,179
22178,6
22179,21
22180,37
22181,12
22182,14
22183,21
22184,27
22185,3
22186,5
22187,2
22188,10
22189,17
22190,13
22191,18
22192,4
22193,7
22194,9
22195,42
22196,8
22197,10
22198,7
22199,25
22200,28
22201,6
22202,10
22203,2
22204,18
22205,12
22206,5
22207,7
22208,4
22209,30
22210,7
22211,27
22212,19
22213,12
22214,8
22215,5
22216,4
22217,63
22218,9
22219,27
22220,17
22221,3
22222,51
22223,27
22224,5
22225,15
22226,13
22227,3
22228,10
22229,11
22230,4
22231,15
22232,12
22233,8
22234,6
22235,8
22236,5
22237,6
22238,4
22239,9
22240,14
22241,7
22242,13
22243,42
22244,90
22245,7
22246,15
22247,34
22248,25
22249,9
22250,10
22251,14
22252,15
22253,7
22254,15
22255,23
22256,3
22257,16
22258,19
22259,7
22260,27
22261,57
22262,19
22263,133
22264,14
22265,11
22266,37
22267,9
22268,6
22269,20
22270,9
22271,9
22272,10
22273,5
22274,44
22275,8
22276,45
22277,15
22278,44
22279,17
22280,12
22281,15
22282,19
22283,68
22284,10
22285,7
22286,19
22287,18
22288,21
22289,65
22290,12
22291,15
22292,22
22293,20
22294,8
22295,13
22296,4
22297,11
22298,13
22299,114
22300,10
22301,36
22302,19
22303,8
22304,40
22305,5
22306,25
22307,5
22308,33
22309,3
22310,30
22311,8
22312,19
22313,17
22314,18
22315,9
22316,7
22317,25
22318,11
22319,8
22320,7
22321,9
22322,13
22323,9
22324,5
22325,13
22326,7
22327,7
22328,19
22329,11
22330,10
22331,3
22332,21
22333,19
22334,26
22335,4
22336,43
22337,94
22338,38
22339,18
22340,54
22341,7
22342,36
22343,4
22344,8
22345,33
22346,12
22347,11
22348,21
22349,6
22350,16
22351,16
22352,11
22353,15
22354,17
22355,11
22356,3
22357,52
22358,9
22359,22
22360,24
22361,13
22362,9
22363,21
22364,19
22365,24
22366,15
22367,12
22368,3
22369,8
22370,15
22371,5
22372,11
22373,26
22374,14
22375,42
22376,11
22377,396
22378,24
22379,11
22380,6
22381,3
22382,3
22383,13
22384,10
22385,8
22386,4
22387,69
22388,7
22389,8
22390,18
22391,4
22392,10
22393,5
22394,18
22395,21
22396,8
22397,14
22398,11
22399,25
22400,7
22401,5
22402,81
22403,3
22404,17
22405,85
22406,9
22407,6
22408,66
22409,10
22410,12
22411,18
22412,44
22413,4
22414,20
22415,13
22416,36
22417,33
22418,23
22419,12
22420,11
22421,29
22422,16
22423,9
22424,4
22425,33
22426,10
22427,27
22428,18
22429,3
22430,10
22431,5
22432,6
22433,11
22434,30
22435,10
22436,9
22437,248
22438,8
22439,27
22440,7
22441,6
22442,5
22443,36
22444,5
22445,16
22446,9
22447,4
22448,5
22449,15
22450,31
22451,13
22452,31
22453,7
22454,15
22455,13
22456,37
22457,7
22458,26
